order_id,user_id,quantity,payment_id,product_id
1837,10,10,1,1207349007
2590,1,3,4,1247017001
4307,8,1,4,1234907002
2019,5,4,1,1210717004
3738,7,2,3,1215377002
3242,3,4,3,1248926002
3929,7,7,2,1234748002
4486,8,7,4,1259289001
2391,8,2,4,1173636001
3744,8,4,4,1229332002
1309,5,1,4,1214625002
4076,3,4,2,1252025005
3994,10,3,2,1239793004
1083,8,2,2,889828078
65,6,2,2,1199249020
1923,1,7,2,1226252001
1209,4,3,4,1002288001
3499,5,8,3,1157799017
2483,10,3,2,1239255004
2742,10,5,4,1011890018
1878,4,6,1,1255174001
4794,1,3,3,1229034002
4931,7,8,4,1223217001
2879,1,3,2,1232778002
143,4,7,3,1212575002
1953,2,9,4,1226678001
2928,4,6,2,984902044
4119,5,6,3,1244852002
2574,2,6,1,1219912001
4096,10,8,1,1254668002
1077,6,10,4,983240042
1449,5,3,3,1238287003
544,9,10,3,982708029
4072,5,7,4,1223045002
2441,4,4,4,811993077
2885,3,8,1,1222943002
1275,7,4,3,1234697003
2809,7,6,1,1224164001
664,5,8,2,1205476004
1787,1,8,3,1248719006
2570,2,3,1,1237069001
4814,9,2,4,863595033
107,4,9,2,1249223001
1882,1,6,4,1228144003
2079,7,5,4,1241758004
307,7,7,1,1201682001
2003,9,7,2,1255564005
3903,2,9,1,1240986005
1318,2,9,2,1199249009
4860,2,6,3,1249138002
1098,10,3,1,711582035
1695,3,1,4,1231066002
3471,5,4,1,570002002
553,8,2,4,1089775001
1496,1,7,4,1128496008
1896,6,6,1,1115511010
765,10,6,1,985159001
3044,3,10,2,988235004
666,6,6,1,1214825002
4371,6,1,2,1241915001
1482,1,8,1,1214456005
2301,8,6,3,1034065122
2179,6,8,2,1248812002
2070,3,10,2,1209691001
2289,9,4,3,1245966001
3641,10,4,4,1227184001
1509,8,4,1,1241927004
1009,2,8,4,1240972001
4881,7,9,1,1232151002
3748,9,9,2,1214825002
2946,7,2,4,795243002
4415,2,2,4,1248383001
1046,1,1,1,1214026001
2933,8,10,4,1074406029
2888,8,4,3,1239455005
3456,2,2,1,1181466001
2121,1,4,1,1056633031
1273,8,8,1,1228670001
1055,9,7,4,1202401002
3948,5,9,2,1205838001
2116,5,1,3,1254026001
4949,7,9,4,1246980001
2379,7,2,3,1224175002
4787,3,3,3,1217691001
2404,9,4,3,811993040
3447,10,8,2,1216651009
809,1,8,4,1214570003
2186,4,2,4,1247722003
3266,4,4,4,1219719023
2507,5,6,4,1029317037
2001,3,1,1,1241067002
616,4,2,2,1230398004
2439,9,1,3,1219819001
2968,2,3,3,1237069001
4727,9,5,3,1234619001
3258,3,4,2,1223028004
4760,8,2,3,1248634003
3492,10,8,1,1210963015
1026,2,2,2,1246236003
4509,3,8,3,1235809001
429,7,8,1,1242503005
887,10,5,1,1228016003
354,8,5,4,1210804008
2917,3,5,2,1025404029
1294,7,5,3,1228016003
4843,3,4,3,1223293001
433,5,4,2,1202765010
4253,9,5,4,1251960001
543,3,5,3,982708029
3721,9,3,1,1246849002
2090,1,6,3,1124757014
3702,9,3,1,1249504005
2549,2,5,3,1243790003
1862,1,7,4,1220489003
3352,10,6,3,1244312001
3999,2,6,1,1238251006
4060,7,2,2,1067015001
2608,6,5,4,1220601002
2628,10,3,4,1228206001
191,10,7,3,1239454003
3882,8,9,4,1228514008
1640,2,1,2,1249305005
878,9,2,3,1165160004
3602,7,4,4,1232466002
3858,3,4,2,1237315003
287,3,6,4,1243139005
1598,3,1,3,1220978024
599,6,1,4,1243048004
1459,5,7,4,1056840101
3517,6,10,1,1215232001
947,6,4,3,1210135001
1762,6,10,4,1210963003
2585,10,2,4,1222968001
904,2,6,1,1229332001
943,3,2,4,1239688003
4626,1,7,1,1163612001
4701,8,6,4,1237428002
3433,1,10,1,1244312002
2227,2,8,1,1208997006
2839,10,3,4,1254872003
4019,2,7,1,1237322001
2829,5,10,1,925212004
3163,7,3,3,1242243001
3140,7,10,2,795243032
2954,10,4,3,1234570001
422,3,7,1,1238849002
1501,1,9,1,1239573003
2101,5,10,4,1211995003
605,10,3,2,1254805001
2689,4,9,1,1089150018
957,9,6,3,1153153001
1291,8,5,2,1204876001
109,10,6,3,1224166001
4640,8,3,2,1228015001
1478,10,1,4,1074658001
2655,8,3,2,1232515002
3894,9,6,3,1234756002
1575,4,5,3,1229032006
134,1,2,4,1158565001
3920,5,10,2,1237462002
2463,2,1,3,1202401002
3587,5,3,4,1240437001
3067,3,5,4,1157799007
936,5,7,4,1157799018
2614,3,1,1,1234756002
1611,10,3,2,1250368001
3481,6,2,4,1223293001
1429,9,4,3,1208997006
4576,6,10,3,1239688003
128,7,1,1,999727054
4003,8,4,2,1255661001
2338,4,4,4,1239688002
2865,10,5,1,1089794029
2519,10,6,1,1124757014
2665,7,4,1,1227766005
4078,5,5,2,1222839004
3413,4,4,2,1255054001
1375,7,3,3,1011828080
2484,10,5,1,1222210001
4505,9,1,4,1248926003
416,8,6,1,1237292003
4862,5,5,2,871889064
2563,8,5,4,1248926003
4271,7,6,1,1207349007
4211,5,4,2,1107360001
1421,7,7,3,713995043
16,5,3,1,1214674001
2683,1,1,4,1214456005
4710,9,7,4,1158565001
900,4,9,1,1089811001
4668,3,2,1,970818035
2262,4,1,1,456163195
294,5,2,4,1239688004
2033,3,5,2,1229036006
1999,2,2,3,975845080
4015,9,3,2,1064346001
2947,10,7,1,1233207005
3501,4,3,1,1232418007
509,4,3,1,1244250002
1468,7,7,2,1257221002
1849,4,4,2,1230844001
1772,9,6,4,1160381020
1777,8,1,3,1166837005
209,9,2,2,783354005
4189,7,1,4,1193900029
3143,9,8,2,1249972001
4218,7,8,2,1253413001
2681,2,7,3,1229736003
1580,7,3,3,1214462004
3318,3,2,3,1255049001
2214,1,5,4,1239899005
3534,6,2,2,1226252001
409,7,4,3,1249641001
4177,7,2,1,1238273002
3369,4,3,3,1029317037
1852,6,2,4,1248095002
2723,4,3,3,1233207005
3869,5,4,2,1238668003
4695,5,2,3,1191700012
2586,4,10,1,1252243001
4820,5,5,2,916750037
4994,5,4,1,1219407001
1903,8,3,4,1218087002
6,10,6,4,1225167001
166,9,3,4,939703106
4847,3,5,2,1214171002
3495,2,3,1,1239576001
2664,3,4,2,1249855001
2191,6,5,2,1244617001
2052,3,1,3,713986080
3362,4,2,4,1002227011
4035,10,8,3,1253148001
4413,2,10,3,1230434002
725,4,5,4,1222839004
4079,9,3,1,1036648027
3808,5,3,1,982708062
4085,4,2,2,1229982003
3239,6,5,4,1240885002
2263,2,1,3,1199190003
3137,9,9,2,1211995003
3701,9,2,2,1244852002
2611,10,6,1,1204034003
2403,8,2,4,1234729001
4104,1,2,3,1189304010
188,2,8,2,1234741001
4972,2,8,4,1242503005
890,4,3,1,1210963004
3011,5,1,3,1243101001
2410,8,1,3,1224477002
3312,9,1,1,1230836009
622,1,8,1,1254729001
1136,7,2,1,1230818002
2173,9,4,4,1245997005
3323,9,9,3,1245641002
2213,5,10,4,1228015001
2452,6,6,3,1188402001
4543,6,2,1,1166837005
1540,5,4,2,988235004
2499,4,9,4,1234729003
1347,1,8,2,1210214003
3101,8,5,4,456163187
1005,2,8,4,1249492001
1484,1,2,1,1224163001
83,6,6,4,1210257002
3875,10,10,2,1187633008
2061,7,1,4,1249639001
412,10,2,1,1249142002
4173,6,6,3,1249492001
4110,3,2,3,795243002
3233,7,9,2,1119476020
4742,6,3,3,1214824001
2016,7,8,2,1224494002
1866,3,3,2,1232079004
2688,9,3,2,1234786001
3022,9,8,1,1224292003
1349,9,9,3,1228521005
2166,4,4,1,1224166001
2527,5,4,3,996759020
3185,7,10,1,1225536002
2175,5,6,1,1206236021
11,4,1,2,852614011
2491,7,8,1,1255661001
1141,1,3,1,975845002
4905,1,10,4,970819001
1352,9,2,2,1260342001
1081,2,6,3,1173609006
3016,8,8,4,1259912001
3982,5,1,1,1234175003
4038,6,2,3,653275035
4782,3,7,2,1247039003
1807,1,5,1,1219819001
604,1,10,4,1227956004
3397,7,6,2,970818079
4837,3,3,2,1252107002
4039,8,6,1,1246851001
1794,6,7,3,1249632001
2957,6,2,2,1253151001
2373,10,6,3,1241799001
4368,8,3,4,1231862001
3786,6,5,1,1239454003
4756,3,3,2,1217918001
524,1,10,1,1101074001
3254,10,4,4,1247039002
3209,9,1,3,1202547006
503,5,1,1,1082177026
454,10,8,3,1011890015
1568,9,2,4,1040956014
4887,1,5,2,1206355001
4363,2,9,4,1241067003
4317,6,8,4,1238273002
2612,2,4,3,1219672002
141,9,10,2,1257144002
54,4,4,4,1239431001
2575,3,4,2,1227410001
3559,9,9,4,1233109002
2988,5,7,2,1002227024
2012,6,4,3,979329099
2682,4,9,3,1239430001
2477,5,3,2,608945125
2889,4,3,4,1238316017
1315,4,5,3,1246505001
2943,2,1,2,1219908001
4875,4,7,1,1233135003
3048,4,1,2,1074406003
106,7,10,2,1228147003
2050,3,5,2,1202401011
3104,2,6,4,1207485003
2949,9,8,4,1074402002
3852,10,5,4,1122433008
165,1,8,4,1176512018
4638,9,10,2,1246882002
4666,4,5,4,1249304001
3557,5,10,3,1210630005
4241,1,2,4,1244271002
323,10,4,3,1210949002
2690,10,5,4,1249485003
1277,7,2,1,1241084002
1450,6,4,1,1209707003
1021,3,3,3,1225195005
4279,8,1,1,1238203001
56,3,8,1,1241799001
940,9,6,3,1207755002
4673,10,10,4,1234744005
3845,7,8,2,1250175004
3719,5,3,3,608945126
3524,3,4,4,1236607001
2167,1,2,1,1231957001
1073,2,9,2,1221999003
1298,2,5,1,1003662002
4074,10,6,2,1229032001
4938,9,4,4,1247609001
2618,8,8,3,1170629002
1899,1,1,3,1248677001
3527,9,9,3,1128985007
1537,6,1,3,1239455005
4122,1,8,3,1248615004
1389,7,10,4,1240981001
3484,7,10,4,1243667003
3512,3,6,2,1214041004
3270,10,8,1,1034065122
2794,5,3,3,1250826001
4148,3,2,3,685816229
538,5,5,1,1240298002
3665,8,5,1,1220978023
2316,4,4,3,1158136028
300,6,8,3,1235746001
4255,6,4,1,1074402014
3754,8,3,4,1249230001
1093,10,4,1,1252296005
145,3,7,3,1239455005
1181,5,9,4,685816002
4954,7,4,1,1222736001
120,3,10,4,1252108001
2903,1,9,3,1154640013
1577,8,1,4,1234748001
4284,4,10,1,1212776003
2247,6,7,3,1191819010
3406,4,7,3,714026044
3148,4,9,3,1230836009
3039,7,6,4,1240137003
638,2,7,4,1204998001
1068,8,3,1,1158572005
1304,5,5,1,1129988001
3729,4,5,3,1249220002
4293,9,7,3,1089775001
1222,8,5,3,1207354001
175,7,2,1,1227148001
2724,2,8,3,1233388002
4721,1,7,1,1214786006
3340,3,9,1,1215178001
810,10,10,1,1214825002
1474,1,1,1,1199888009
4272,5,5,4,1227955002
4386,6,7,3,1241800006
4485,9,2,1,1232125003
4762,6,10,1,1267609001
423,10,4,4,1228839003
1446,5,9,2,1090271047
4489,4,3,4,1122102003
3535,8,8,4,1225331002
2431,7,5,2,1240135002
783,4,5,1,1223912002
1768,6,7,2,1239688002
3479,5,7,4,1241471001
733,3,10,2,1244522003
1955,7,7,3,1244271002
1477,2,6,4,1235414003
2323,6,3,1,1247022002
3992,10,5,4,1242746001
4333,10,2,4,939703094
1399,7,8,3,1237315001
606,2,7,1,1242711007
1912,9,10,4,1143405024
3689,8,5,1,1254872006
4863,3,6,3,1228670001
4884,4,9,3,1214939002
1970,1,5,2,1209830005
4874,4,3,2,1254027001
1080,2,4,3,1264086001
438,4,5,3,1227955002
4250,5,1,1,1208997006
1870,6,4,1,1228711001
2412,2,2,4,1193900029
4456,3,9,4,1245480001
2009,8,7,4,1217790012
2542,9,3,4,1210941005
1748,1,8,1,1246289001
2523,3,9,3,811993070
975,10,2,4,944718096
3640,6,5,4,1246236001
4095,5,3,1,1122102032
3650,6,2,4,1249541002
841,8,7,4,1122971008
3681,9,7,2,1238509001
2525,8,1,2,1224292001
592,2,5,2,1249541001
2579,1,8,4,1241667006
961,3,7,1,1252475001
1840,7,4,3,1181325003
999,2,6,4,1248615002
4556,1,8,2,1237626004
410,7,4,2,1125749001
4118,2,7,3,1227956012
4219,2,10,2,1024711014
1162,3,2,2,1248615003
1174,1,8,1,871889060
4036,2,8,3,1089794029
2054,1,5,3,939703094
3311,9,1,3,1252020001
2806,2,6,4,998802014
51,8,4,2,1254862001
1492,9,8,2,1236475002
2992,1,4,4,1244574002
4555,8,8,1,1202401003
439,3,5,3,1208540003
3035,1,5,4,1241084002
3914,3,7,3,1227184001
3076,6,5,1,1235413001
4437,6,7,2,1257970001
404,6,10,1,1219719028
3265,4,5,4,1204034003
3391,4,7,2,1143405013
2479,2,3,1,1249196001
3910,7,10,4,995634018
2031,3,7,4,1249576001
4506,1,6,1,1214039001
500,1,8,2,1158572005
1330,4,6,4,1152460005
2827,8,8,2,1258790007
3056,1,6,3,1252107003
3430,4,4,2,1252243003
3330,10,7,1,1238273002
3153,4,3,2,1223045002
813,8,5,4,871889060
1622,1,6,4,1254734001
4013,6,8,1,1229036002
452,2,5,2,1150469030
3582,4,2,2,1213772002
2765,7,1,4,1245395002
2780,8,7,2,1215178001
758,3,6,2,1223754001
993,2,8,3,1222741001
4353,7,8,2,1128985007
1149,10,10,4,1255049001
1595,7,9,1,1152457014
229,9,2,1,1254805001
4297,10,2,3,1218666004
3826,2,5,1,1165160002
3393,9,2,2,1212700001
241,8,1,2,889828078
4491,9,4,3,1214570001
3382,9,7,1,1143405002
4624,3,6,3,1252107002
1147,10,3,1,1214570001
2666,6,2,4,1257826003
866,3,10,3,1224449008
1422,6,10,4,1222963001
122,3,1,4,751471125
23,7,8,2,1224449004
843,9,8,2,1217073001
1703,2,1,2,1230873005
3542,5,5,3,1199187001
1392,4,7,1,1235999001
2020,8,7,2,1251606001
3579,10,2,1,1226255012
640,8,4,3,1254668002
1377,9,3,2,1240984004
2093,9,3,1,1234158001
1725,2,1,1,1244826001
4739,6,7,2,1245153003
4873,1,6,3,1131730001
1877,2,1,4,1238273004
2970,9,9,3,1223577002
2743,5,1,3,1233862005
1246,2,3,4,1234786004
12,6,9,3,1255973001
4047,2,10,4,1241002002
4821,5,1,3,1249558002
3886,9,6,4,1003662002
3127,8,2,4,1234744001
2828,4,6,3,1237367001
4308,1,10,3,1238316017
972,1,9,4,1241767002
3656,8,6,4,1089794027
3081,4,4,3,1233109005
4715,10,8,4,1202401003
3609,10,4,4,569984001
3040,7,9,3,1239903003
38,1,9,3,1247609001
1473,9,1,3,1235414002
377,6,2,1,1243139002
2878,8,1,1,1012056029
1693,3,8,2,1255799001
1732,8,3,4,1152457002
2448,2,3,4,1239047001
2306,10,6,4,1240137002
4641,5,5,3,1198604002
3716,3,7,2,982708062
1189,9,4,1,1249374001
2472,6,6,1,1234741001
3488,7,2,1,1240981001
481,2,6,1,1249952001
3706,2,4,3,931747006
2994,1,8,1,1056633040
1843,10,10,4,1203084018
3473,8,6,3,932722095
4910,2,8,3,1228015002
4162,6,3,4,1210707003
3653,2,1,1,1213660005
4294,5,8,2,1214662001
3008,3,3,2,1214440002
387,10,1,3,1239750002
315,8,10,2,1152457018
2725,2,1,3,1036648027
2115,2,3,4,1193743007
3572,8,9,4,1074658032
2043,2,1,1,1239431001
770,2,5,3,1191608001
153,4,1,2,1240747001
231,10,6,2,1240987001
2985,2,7,1,1254528002
124,6,5,2,1241665001
2329,8,7,3,1235413002
2459,2,8,4,1231244001
2619,7,4,3,1220278002
851,2,5,4,1235999001
4080,10,9,4,795243035
1741,10,6,2,1228218004
3435,5,4,4,1089775036
896,7,1,4,1219915001
157,3,7,3,975845086
4414,4,10,2,1239454002
4032,10,5,4,1253466001
3803,2,7,2,1219771001
2816,1,10,2,1249198001
1052,7,3,2,982708062
2389,2,4,2,1212700012
3997,8,6,3,1215703009
4957,10,4,4,1219771002
3460,4,6,4,1248615004
4815,4,8,1,1032522119
3991,9,7,2,1234748002
1360,9,5,2,569984001
3953,3,5,3,1240987003
4067,7,2,3,1178834007
2835,10,1,3,1207349007
755,9,1,2,852614029
3531,7,9,1,1224137001
2778,6,3,3,1249221001
3217,1,3,3,1131730005
1785,6,9,1,1204904010
4088,2,5,4,1241003004
272,2,3,3,1241739001
341,6,2,1,982708056
2932,10,6,4,1158561018
2766,2,10,2,1115511011
2832,1,9,3,970819092
3170,5,6,3,1123621009
1321,4,7,3,1198431035
1030,1,5,1,1234907003
3846,5,2,1,1241847005
2584,1,6,2,1242711002
3237,3,10,3,1206905001
3990,5,10,2,979945044
815,4,1,4,1250500001
4445,4,2,3,824997002
4031,7,1,1,1220489003
3120,4,5,2,1215501001
3010,2,5,4,1234741001
536,10,2,3,956343070
870,8,1,4,1223950005
785,7,1,4,1215205002
2216,8,3,3,1217691001
4161,9,5,2,1239495001
3462,5,4,3,1207768008
3818,10,9,1,1250465004
61,9,4,3,1199249010
2445,2,3,4,1241927001
1966,2,2,1,1239454003
1742,2,10,3,1216745001
4544,6,2,1,1204876001
4229,2,4,1,1238296001
908,1,10,2,1241695002
4166,1,9,1,1217813005
1062,3,10,4,714026069
4356,6,10,3,1214462004
3769,5,7,4,1219918001
865,7,3,4,1090271038
3854,6,1,1,1124589018
820,9,10,3,1258985001
2984,8,2,1,1243035002
393,2,2,3,1240276004
160,8,7,4,1224598001
4045,7,8,2,1241342002
3436,8,1,4,1067430036
339,8,6,4,1214440002
1447,4,3,4,1158200010
906,6,4,2,1219902001
4595,4,2,1,1255973001
784,5,3,3,714026062
3271,1,7,2,1224177002
3578,4,6,3,1241342002
4397,4,8,2,1258985001
3785,8,10,3,1239854004
3443,9,1,4,1215797002
3014,3,1,4,1245398001
1930,8,4,1,1202812015
1892,1,10,1,1029317001
3234,8,6,4,1191192005
3590,2,8,4,1232125003
88,1,3,3,1172281008
4563,7,9,3,1223322001
663,2,7,3,1249641001
2633,6,4,4,1240059005
3987,4,5,3,1201712003
123,4,1,4,1231745001
1145,6,5,1,1227766002
2444,7,6,3,1230671006
1015,3,1,2,1231783006
542,8,8,4,1248631003
4662,2,5,4,302334001
3392,4,9,2,1209183002
391,2,7,1,1165160004
4006,4,2,2,1224961001
4204,8,4,1,1239688004
698,8,9,3,1244852002
3095,2,1,4,1247028002
4850,9,5,4,713995043
4228,5,1,2,1234748002
3832,9,1,4,1239560001
3634,8,6,1,1227956012
1345,9,7,3,1227956011
596,7,5,3,1074406001
4446,5,7,1,967154027
3932,5,10,2,1237314002
1844,1,4,4,1157799011
408,3,9,2,762470421
4457,3,3,1,1120585012
4951,9,7,1,1150470001
2744,9,6,4,1217073001
3732,1,6,4,1234158003
1102,7,3,3,1214824001
1003,3,8,1,1219913001
247,2,4,4,916750034
4328,2,10,2,1119476021
3725,10,2,3,1228147005
3760,2,7,3,1089811025
2055,8,1,4,1250825001
1333,10,1,3,1242708001
1266,9,5,4,988235004
1417,4,1,2,1209619006
4527,4,3,4,863595031
3075,2,9,2,998802014
1358,5,9,3,1245405002
4451,7,9,1,1137317020
2935,7,4,2,1227730027
706,3,5,3,1214662001
2749,6,5,2,1199249010
4018,10,2,4,1211595005
221,9,5,4,1257834001
4334,9,2,4,1070244001
4697,10,10,1,1173609009
4129,6,5,3,1230323003
1534,6,4,1,1252160003
1183,6,7,4,1212062003
1521,8,9,2,1222736001
3386,5,8,4,1216961001
2658,2,2,4,736870005
24,9,9,3,1202812015
1664,9,10,2,1173609009
4514,2,9,2,795243002
4922,3,7,4,1012056013
346,7,6,4,1241432005
4634,2,2,3,1143646023
81,10,10,2,990413001
2789,8,7,2,995634018
834,4,5,3,1220363003
3743,7,2,3,1240137002
1493,6,7,1,1194323009
3970,9,10,4,1157799017
2100,6,9,4,1217083002
4394,6,8,4,1219672002
4970,7,9,3,1195824016
36,2,10,2,1181539001
4383,9,8,3,1221735002
867,10,3,4,1197062004
2040,1,6,4,1210433009
3799,3,10,3,877769049
3276,9,3,2,1255177001
4977,6,10,2,1235414003
1059,3,1,3,979945045
4438,8,7,3,1217073001
1245,3,3,1,1249198001
4734,10,4,3,1243657001
757,5,2,2,1169363011
4725,2,8,1,1259011001
1636,9,7,4,516859017
4625,8,5,3,1246890003
4493,1,5,1,1246884001
3809,6,10,3,1240866008
1371,2,2,1,970818065
800,9,10,4,1245409004
3450,10,6,2,1248631001
4770,9,6,4,1213470002
3394,1,6,4,1246257001
236,5,7,3,1245398001
195,3,4,4,1218260005
3072,3,1,1,1233135003
2258,10,5,3,1170373008
265,7,8,2,1223815002
3802,9,3,4,1251690001
4111,4,8,3,1240226001
2921,3,5,3,1210214003
769,9,5,2,1219719021
1600,3,1,3,1219178002
29,7,10,1,1200471001
3789,9,5,1,516859020
4164,5,10,1,1202401002
4987,10,1,2,1249492001
1357,9,2,1,1247994002
4378,5,7,1,1239899012
2915,10,6,1,1255564005
4364,9,2,4,1214825002
348,1,4,3,1210630006
2229,3,7,3,1237462002
4608,2,3,2,975845074
1368,6,7,2,1249953001
204,5,6,3,1189304002
712,10,5,1,1242090002
253,8,9,2,1236723001
3708,8,9,2,1219919001
2104,9,1,3,1239495001
735,7,10,4,1249504004
3110,9,8,1,1219819001
1350,1,9,3,1212805007
4601,4,3,1,1115511011
1451,4,8,4,1197166005
2768,8,8,4,1173609001
3778,3,6,2,1152457019
4955,6,4,4,770315005
1132,7,4,2,1255049001
3880,10,10,4,1238951003
4063,7,2,2,1245997005
3538,6,9,3,1223297001
4602,10,9,4,1250923002
4159,3,9,4,1216651013
4717,3,8,4,1254804001
3103,7,8,3,1101074034
2770,8,1,1,970819078
1781,4,8,1,1235999002
389,5,9,4,1252163003
1213,1,8,2,1239935001
1639,8,4,1,1227148001
2652,1,3,3,1246890002
2605,7,9,3,1247117002
991,2,10,4,1225654002
1336,10,2,2,871889043
2360,10,10,1,1244522008
2854,3,2,4,1240984005
2143,3,10,1,1238668001
3295,10,1,1,1246851003
2670,2,8,1,1240964002
2065,5,8,4,963662106
3113,5,10,1,1247867002
1494,3,6,3,1243667004
1510,1,7,4,1247123001
3243,9,9,4,944718096
3872,8,10,1,1013956059
3307,9,3,2,1222280001
1846,1,3,2,1255177001
1706,4,6,4,1255053001
3710,5,3,2,1243667001
3584,6,7,4,995634028
1307,6,5,3,1227730028
1973,2,9,3,889828068
1523,3,6,4,1168443001
4959,3,4,3,1244890001
4757,4,9,4,1240450001
2516,2,5,1,1239066002
417,9,10,2,1247028002
2062,2,3,2,1232747001
791,2,6,1,1210328003
611,7,4,3,1205281002
2406,4,5,3,1207731002
1187,8,3,1,1220978014
4813,3,10,1,1212805003
2432,5,6,2,1239705003
3888,5,4,3,1011828084
952,4,1,1,1241257002
858,9,1,2,1227249002
2261,6,10,2,1243933002
3448,2,9,4,1228528015
2048,10,10,2,1024256001
1365,8,2,3,1221963002
2972,10,5,4,1248789001
3794,10,1,3,1235413006
226,10,7,1,1238466001
3924,3,5,2,1265972001
3509,4,7,3,1250228001
2286,6,1,1,1219665001
2282,2,3,4,1247726003
1609,1,1,2,1181539002
4024,7,8,3,1230873005
3776,10,9,2,1237322001
699,1,3,1,979329099
1638,5,1,3,963662001
3694,8,7,4,999727052
3942,6,6,4,516859020
2204,6,7,1,1249198001
2955,8,4,1,967154024
1051,8,10,1,956343073
4549,2,8,4,1234729003
756,7,8,1,1236620002
4653,1,5,4,1245296016
3305,9,4,1,1237292005
2582,3,7,2,1124757014
1022,8,5,4,1248687008
4616,10,5,1,1246217004
3060,3,6,4,1247726003
4649,1,4,3,1241440002
1708,8,2,3,1254873003
3819,4,10,4,1252915002
4870,6,1,2,1219719011
4958,3,8,1,1245641002
3747,3,1,4,1210214002
193,3,10,1,1214786016
545,7,8,4,1249953001
1922,7,3,2,1239688003
4864,1,9,2,1234392005
108,3,2,3,1226252014
3470,8,2,4,1239430001
4659,3,3,1,1195817003
440,7,7,3,1239455003
3164,4,1,1,1222570001
562,7,7,1,1249306002
1440,10,3,4,1222737001
3944,6,7,1,1210257002
3986,10,3,2,877769001
4046,2,6,1,1231783006
3248,1,5,1,1239688003
4956,9,10,2,1211996001
548,7,8,3,1251606001
2297,2,8,4,1265972001
2310,2,6,4,1218260005
547,8,5,4,1241800003
2554,9,10,3,1237428001
568,6,8,4,1207453003
2767,4,7,4,1241654001
2268,7,2,3,1179415009
1011,2,3,3,1204904009
2082,3,1,4,1217309005
2068,1,3,4,1248687001
3091,10,4,3,1026351001
4068,7,3,4,1241927002
1565,8,4,1,1255564001
1095,10,2,1,1219998001
2684,2,7,2,1239455003
4533,2,7,3,1235422002
1323,7,10,1,1229982001
3093,3,1,4,1172281006
1967,4,3,1,1154640010
2899,5,8,2,1240099004
309,7,1,3,1222525005
856,7,6,4,1212773009
343,6,5,4,1254599001
1969,5,4,4,1256445002
2521,6,5,2,1082853048
2220,7,9,1,1240434001
4292,9,3,4,1029317002
1343,6,8,1,1243035002
1408,2,4,3,1178483002
3171,8,6,2,967154024
1288,2,5,2,1091186022
2172,3,2,1,1193743007
3695,8,10,3,1238251006
678,10,4,4,795243001
2906,9,4,3,1236193002
2601,5,2,4,1229982001
1395,4,5,2,1207871001
4759,8,9,3,1266155001
3714,1,7,1,1240602001
4201,8,10,1,1012056026
3945,10,4,2,1240982001
1362,8,8,1,1236862001
2692,4,9,2,1239854003
4464,1,3,4,1176809007
2418,6,9,2,1239089001
4423,2,5,3,983240044
1380,7,7,1,1173609006
1308,10,8,1,1250761002
926,7,3,2,1207354001
219,9,9,1,1238423003
1934,3,8,3,1253065001
1947,3,5,1,1024711035
3250,5,8,3,1238506002
4912,2,10,2,1229331001
3,4,8,2,1252154002
2157,1,7,2,1228437005
3697,4,4,2,1223815001
67,9,10,3,1213128013
4633,4,9,1,1228015001
2354,1,6,2,1173609005
326,3,4,1,1238506001
275,1,2,3,1237626004
4997,6,2,2,1205804001
2944,1,6,2,1242243001
2795,6,8,1,1219671001
4932,5,1,2,939703100
534,9,1,3,1234158003
4538,9,10,4,1225195005
1879,9,6,3,996759021
980,9,2,1,1224138001
3851,9,7,2,1024711035
3119,5,10,1,1204904009
1606,4,2,4,941666056
4265,9,3,4,751471001
1142,7,3,4,1212806016
1017,2,8,2,1199857001
4914,8,6,2,714026074
626,4,5,1,1255564004
905,2,6,4,1214440001
3196,10,4,1,1240972001
1901,6,1,3,1219916001
627,10,1,4,1202547005
3555,4,7,2,1173609006
174,10,7,3,1243667002
1641,6,8,3,1241927003
564,1,4,4,570003002
1378,3,4,4,1233109001
2667,6,3,2,1238316010
937,7,3,3,1089794027
614,4,2,4,1230844001
3404,7,2,2,1249234001
263,8,5,3,1206905002
1327,3,1,1,1152457031
3031,10,4,3,1244890001
4868,2,9,2,1002227001
598,8,6,4,1209619003
4023,6,9,3,1246585001
4236,2,8,1,1207485003
1833,3,1,1,1244852001
3221,10,1,2,982708056
1808,2,2,2,1246336002
137,9,7,4,1221005003
270,9,6,2,1219819001
4726,10,8,4,1230881003
1464,6,4,3,1012056001
87,10,3,3,1239450004
1764,9,9,4,1210362005
2162,1,10,4,1241753001
1701,7,7,4,1222969001
3252,7,4,4,1237747001
1876,10,1,2,1248719005
3505,2,8,2,1260373001
394,8,6,3,1219918001
2334,7,5,4,1248615004
2580,10,5,4,762558342
2489,8,8,3,1214460003
3730,4,4,2,939703093
397,2,1,4,988242005
1860,6,6,1,1254668002
3375,4,2,3,1165850002
4579,4,7,4,1245663001
1890,2,6,4,1247726003
2606,6,6,1,608945008
3013,9,9,3,1244890001
2870,8,5,4,1226261005
2053,4,3,4,1234756003
2759,5,9,3,852614029
1091,3,5,3,1249952002
132,7,7,1,516859020
4174,6,7,1,1255391001
2990,1,6,1,1266639001
2240,4,9,1,1210328002
4479,3,8,1,1213660005
3469,10,10,2,1247702001
446,7,8,2,1222740001
4646,3,4,4,1158565001
281,2,5,3,1002227003
1271,1,5,3,1165160003
